,count,hate_speech,offensive_language,neither,class,tweet
6006,3,3,0,0,0,@denytheprophecy thanks for ignoring my texts fag
6007,3,1,2,0,1,@denytheprophecy thats a dragon you retard
6008,3,0,2,1,1,@denytheprophecy when you realize youre trash
6009,3,0,3,0,1,@dequaan_ @Khid_Zay fucc the extra shit Im seeing that hoe THIS WEEKEND
6010,3,0,2,1,1,@derek_gatewood I got a kenwood amp to but its probably ghetto, right?
6011,3,0,1,2,2,@derek_gatewood its not ghetto you fool.
6012,3,0,3,0,1,@derek_gatewood you got a toolbox you hoe
6013,3,0,0,3,2,@desamador you gotta be like me n the twins, just chug it all before everyone
6014,3,0,3,0,1,@dexfrost23 you can be a bad bitch too dex its okay
6015,3,0,3,0,1,@dfa73 @hellyeahcalum @InStyle David block that bitch
6016,3,0,0,3,2,@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.
6017,3,0,3,0,1,@dickburritoz
6018,3,0,3,0,1,@dina51814 @FlyoutChase bitch what? I dont give a fuck what you say but dont fuckin lie on me you hairy bitch
6019,3,0,3,0,1,@dinneny is out of his goddamn bird trying to say YoBurger is better than 5 guys
6020,3,0,2,1,1,@discordianslip Alright, amateur grease monkey, show me how its done.
6021,3,0,1,2,2,@discordianslip I hope my fuzzy head doesnt tickle too much.
6022,3,0,2,1,1,@discordianslip If you say one disparaging word about the Charlie Brown xmas special I will slash the tires on your car.
6023,3,0,0,3,2,@dish
6024,3,1,2,0,1,@dish_answers
6025,3,2,1,0,0,@dish_answers
6027,3,0,3,0,1,@djceeloss awwww dont be a pussy ill show u was good with that turbo lol
6028,3,0,3,0,1,@djceeloss handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha
6029,3,0,2,1,1,@djfeds bitch just meet me up here lol
6030,3,1,2,0,1,@djfeds couldnt make it nigga was at the E.R. My bad then my charger for my phone ripped so I can text, Im on my iPod all ghetto
6031,3,0,3,0,1,@djfeds lmao yeah bitch that lil shit ripped .!
6032,3,2,1,0,0,@djfeds suck my dick tacos el negro better
6033,3,0,3,0,1,@djfeds yeah bitch did it taste good fucker -.-t
6034,3,1,2,0,1,@dliming35 fuck you bitch
6036,3,0,2,1,1,@dmeis72 snag that ho!!!
6037,3,0,0,3,2,@dminion25 its kinda screwed up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results.
6038,3,0,3,0,1,@doctorhawrse SLUT BUCKETS. especially Dan. He a hoe.
6039,3,0,1,2,2,@dolphrudager Nope, never taken neighbors actual stuff. Just wifi. Acct info in their trash cans at 3am. Super easy.
6040,3,0,0,3,2,@dolphrudager Only one current Yankee sells! Only one current BoSox sells! Only ONE player on each L.A. team sells! Most teams have 0, yeah.
6041,3,3,0,0,0,@dolphrudager You dont have any kids?! What are you, one of them queers!?
6042,3,0,3,0,1,@dom_framp what I thought bitch
6043,3,1,2,0,1,@dominiloka bitch aint fall down or nothing. bet she can take more licks than you. No?
6044,3,0,3,0,1,@dominiloka that hoe show up uninvited one day your ass wont come outside tho
6045,3,0,3,0,1,@don07052 almost mad a nigguh catch some stacks at lunch, close one
6046,3,0,3,0,1,@don07052 had da bitches rockin in da club wit my boy Connor
6047,3,0,3,0,1,@don07052 that nigguh sucks
6048,3,1,2,0,1,@donnyoraha pussy
6049,3,0,3,0,1,@dpalmyx3 @_wordtothewise stop retweeting heather im tired of seeing that bitch on my tl
6050,3,0,3,0,1,@dpalmyx3 @michelleb_xo both you bitches go to sleep
6051,3,2,1,0,0,@drboycewatkins1 Coons and monkeys like you disgust me, you minstrel show negro. Crying about shit all the time youre a disgrace everywhere
6052,3,0,3,0,1,@dre_snipes @TheReal__Hop lmao, them bitches was the truth
6053,6,0,0,6,2,@dreadywhiteboy @JwanUrebay then the kid he sold it to brought it back to him cooked in a brownie
6054,3,3,0,0,0,@drew4130 @mailgal2000
6055,3,0,3,0,1,@dropdeadfred11 money can get you good weed, but not always the best of pussy. Sorry my friend (: guess
6056,3,0,3,0,1,@drrrruuuu @TheChrisCates pussy
6057,3,1,2,0,1,@drunksixthgrade @tbhstop you are a bitch.
6058,3,0,3,0,1,@dtholcomb32 they hv loads of cushion on the soles of them. They would feel good on ur dick.
6059,3,0,3,0,1,@duhhvenuhh love you too bitch
6060,3,0,3,0,1,@dustincarter16 bitch I was out dea and your ass was sleep
6061,3,0,0,3,2,@dustincmc @KevinKillsThngs ghetto=black
6062,3,0,0,3,2,@dxum7 Jordans are trash
6063,3,0,1,2,2,@eGoTheIcoN everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I dont think u should say theyre trash.
6064,3,0,0,3,2,@eGoTheIcoN those trash SnD stars would scrape ur team in SnD and most pro teams.
6065,3,0,0,3,2,@eHarmoniee first second an third mistake... i been hearing it wus trash tho...kinda wan give it a listen, kinda dont
6066,3,0,3,0,1,@eanahS__ girl I been wanting them shit I been growing them hoes for bout 6months
6067,3,0,0,3,2,@eanahS__ nips
6068,3,1,2,0,1,@ebgbz1 @RussellTpot This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths)
6069,3,0,0,3,2,@ebomb26 cool beaners.
6070,3,0,0,3,2,@ebomb26 cool beaners. i just got home. ready to keep my couch from floating away. lol
6071,3,0,3,0,1,@eburnns bitch be actin like Im a celebrity
6072,3,0,3,0,1,@eburnns oh wow the bitch is bitching again #niggasuprized
6073,3,0,0,3,2,@edouglas528 I know how you feel,wait,no I dont. Perfect week for me would be Yanks not getting Lee #goSox #goPats
6074,3,0,0,3,2,@edouglas528 Quick game for Sox Yanks.....hope you get home soon
6075,3,0,0,3,2,@edouglas528 Sorry bout your Yanks Earl....who uya like in the WS?
6076,4,0,1,3,2,@edouglas528 That would be your Yankees Earl....we all know they should win all 162
6077,3,0,3,0,1,@edwards_cait but you were too busy being a raging bitch and not caring that your best friend was going through hell So theres my punch
6078,3,0,1,2,2,@edwards_cait ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying.
6079,3,0,1,2,2,@efethegoddess The shirt trash  and Im leaving your room a mess
6080,3,0,3,0,1,@efethegoddess Wuw. Am not wun uv ur hoes dnt send mi pics
6081,3,2,1,0,0,@ehasselbeck @bi_politics teaching that pretend son to b a pussy! his son would have LACE ON HIS JOCK STRAP!
6082,3,2,1,0,0,@el_prietito @lovexlilyy Them jigaboos aka homewreckers needs to get blocked!
6083,3,0,0,3,2,@elchavaloko @Buckm00se yeah sorry monkey team just keeps kicking ppl, waiting for muh pizza
6085,3,1,0,2,2,@elchavaloko Toma ESO negros @panama
6086,3,1,0,2,2,@elchavaloko pinche panamonos negros me Dan asco
6087,3,1,2,0,1,@elchavaloko whats the difference between the three of the nig Nogs?
6088,3,3,0,0,0,@elchavaloko who cares tbh ones a shitty dirty Argentino the other is a feather fisted nigger
6089,3,0,2,1,1,@elementjetson thank you mint - happy Mothafuggin birthday too, hoe!!
6090,3,0,0,3,2,@elise_palmer im assuming mickey bubbles
6091,3,1,0,2,2,@elise_palmer sounds like gypos to me - they used to do this all the time where I lived
6092,3,0,0,3,2,@elise_palmer youre cheating on mickey bubbles! :O
6093,3,0,3,0,1,@ellese97 your rhyming is ghetto
6094,3,0,0,3,2,@elliottgianaris gook
6095,3,1,0,2,2,@emilysteers WASP EGGS
6096,3,1,2,0,1,@emmyhighr0ller @Cyberobama
6097,3,0,1,2,2,@emmysetter14 dayum saterlyt shoz un bayg ho-ul
6098,3,0,3,0,1,@englandlauren @iain4harrison @oliviaboncic sprite* hoe
6099,3,0,1,2,2,@ennuitimes clever monkey!
6100,3,0,3,0,1,@ennuitimes mostly move ya dumb bitch! Haha
6101,3,0,1,2,2,@eonline @KimKardashian @kanyewest mr. and mrs trash
6103,3,1,2,0,1,@eonline she looks like a real dyke now
6104,3,0,3,0,1,@equallydestruct bitch firstly its resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT
6105,6,0,6,0,1,@equallydestruct lmao dont fight me you dont know my ghetto ass school dude I highly doubt that since I dont give a fuck about it
6106,3,0,3,0,1,@ericxmorrison you cant get rid of me that easily bitch
6107,3,0,0,3,2,@erinscafe Bu I do. I do hate the playa. And the Yankees. If I hate the Yankees for their payroll I have to hate the Dodgers.
6108,3,0,3,0,1,@erinscafe If I have to watch baseball I actually go for the Mets because Jon Stewart. And fuck the Yankees.
6109,3,2,0,1,0,@erinscafe We hate the Yankees though, right? I feel like Im really good at hating them.
6110,3,1,0,2,2,@erinscafe We hate them more than the Cowboys and Yankees.
6112,3,0,1,2,2,@eruditetina @Orgleader Hey @RevJJackson why dont u get involved in black on black situations? Cause hate whitey? B honest now #MikeBrown
6113,3,0,3,0,1,@erykadamitio_ @RiRi_Candee why nobody never invite me to no lesbian party. ): bitches.
6114,3,0,3,0,1,@es_jump i know imma broke ass bitch
6115,3,0,3,0,1,@esn_Josh @esn_Waves @ESN_Creeper @GT_Parthenon bitch please, are you trying to say I was closer to Philly than you
6116,6,0,6,0,1,@espinosa_32 pussy pussy pussy
6117,6,0,6,0,1,@espinosa_32 youre a bitch
6118,3,0,3,0,1,@espn Stop blowing the spurs pussies #HalftimeSpeech
6119,3,1,2,0,1,@etellurian @vcortesusmc too many little whiney bitches in AMERICA.
6120,3,0,3,0,1,@evanaleks living with my bitches #live #thuglife http://t.co/upL2ZYn5v1
6121,3,0,3,0,1,@ew_karina @lanemichelle_ pussies
6122,3,1,2,0,1,@eze12373 Ill come rape your wife bitch boy
6123,3,0,3,0,1,@fabbymichelle bitch no
6124,3,0,3,0,1,@fabbymichelle cause I didnt wanna see your bitch ass
6125,3,0,3,0,1,@fabbymichelle your one of my bitches you make money for me !
6126,3,0,1,2,2,@fairflattaxnow @Morning_Joe @JoeNBC hey #teabagger the law made it a FELONY to keep and collect the records. Get your facts straight
6127,3,0,1,2,2,@fairflattaxnow discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans
6128,3,0,3,0,1,@fallenloki @NotoriousBM95 @Buckm00se lmfaooo how many returns has this faggot gotten?
6129,3,0,1,2,2,@fangsbites @the506 Huge Yankee fan....enjoy http://t.co/tKM8l9Ty
6130,3,0,0,3,2,@fawfulfan @BigKahuna919191 @alfranken birds of a feather. go away
6131,3,0,3,0,1,@feliciawolfee thanks hoe
6132,3,0,3,0,1,@felicity182 a pussy in ur mouth is a really good stress reliever doctors recommend
6133,3,0,3,0,1,@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out dont u think?
6134,3,0,3,0,1,@felipefrost23 you can be whatever you want since you arent a lying ass bitch ass childish ass mother fucker
6135,3,2,1,0,0,@femalejokerhoee yeah he sucks just like the other fags who are... oh nevermind there are NO fags in the #NFL
6136,6,0,1,5,2,@fennecuskitsune youve got no sole
6137,3,2,0,1,0,@feverspell @NYRKelsMads Ill do it! @1dgroupiegossip In the UK, Fag means cigarette and a faggot is a bundle of sticks, you homo.
6138,3,0,3,0,1,@finnj97 @estellerbabe_96 just admit you started the shit by calling her out, and that youre being a bitch, and well all move on
6139,3,0,3,0,1,@finnj97 bitches
6140,3,0,3,0,1,@firemunky Googles a bitch: Your search - Ann B. Davis Sexy- did not match any image results.
6141,3,0,3,0,1,@firemunky I said Im a vagina, but not a fag. Who HASNT seen that movie?
6142,3,0,3,0,1,@firemunky When did we become a nation of giant dripping whiny pussies, anyway?! MAKE THIS DUDE PRESIDENT! Of Iraq, even. Hes the MAN!
6143,3,0,3,0,1,@fitsnews Nevermind. Still a little bitch. http://t.co/zpYPjBU5YU
6144,3,0,3,0,1,@floridalex51 might need you to pummel a bitch
6145,3,0,3,0,1,@flyyImpact Yo follow me back nigguh
6146,3,0,0,3,2,@foreverschmoked vertical nip bars..I already have horizontal ones so I think itll look hella cute
6147,3,0,0,3,2,@forgivemehera also, I put i touch myself on a ned/chuck mix.
6148,3,0,2,1,1,@frances_simply pussy
6149,3,0,3,0,1,@frances_simply you still ugly then a hoe and you still look like muffie off Arthur
6150,3,1,0,2,2,@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme
6151,3,0,3,0,1,@frankxlz @italian_montana fuck off frank you pussy
6152,3,0,0,3,2,@fredabrahams @Brown_Moses I saw the actual tweet while scanning Jihadi accounts. They put a screen shot of it with: all aid workers r spies
6153,3,1,2,0,1,@freddurst shut up faggot, no one cares
6154,3,0,3,0,1,@freeyungnwild bitches talk shit, you got the right to swerve god damnit you are da shittt
6155,3,0,3,0,1,@freeyungnwild wheres ours at nigguh !
6156,3,1,2,0,1,@freshalina I call those my ghetto nunchucks...the reason I went 2 jail as well :(
6157,3,0,3,0,1,@freshestcrook @_MamaTosha lmao he lyin sis! His bitch told me if any light bulb in the whole wide world light up today i ca fuck
6158,3,3,0,0,0,@fucktyler fuck you spear chucker
6159,3,0,3,0,1,@fucktyler lmao bitch is dumb slap her up
6160,3,2,1,0,0,@fucktyler me too Tyler it just makes me think that theyre lil nigger baby hoodrats.
6161,3,0,3,0,1,@fyps__ my fuckin name hoe
6162,3,0,3,0,1,@gCan28 @JeremyWGR
6163,6,0,6,0,1,@gabbella03 rt something else from another bitch in panties about love I swear
6164,3,0,0,3,2,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!
6165,3,1,2,0,1,@gabebaxter text me fag
6166,3,0,3,0,1,@gallinofmilk fight me hoe
6167,3,0,3,0,1,@garcialaura_ haha ya hit that hoe right there
6168,3,0,3,0,1,@garcialaura_ lol my bad, I forgot that hoe made ya sad
6169,3,0,3,0,1,@garcialaura_ rt! Youll see watch he finna hit that hoe and put some
6170,3,0,3,0,1,@garrett_winker bitch I wasnt following u in the first place get the fuck off my tl.
6171,3,0,3,0,1,@garrett_winker bitch have you ever seen me fight why you even talking shit?
6172,3,0,3,0,1,@garrett_winker bitch shut yo little ass up fucking no color emo faget ads nigga u call me dumb but u dont know shit
6173,3,0,3,0,1,@garrett_winker bitch. What I like pussy go away u doing to much talking too much, I talk with my fist and u can get and yo dad little fuc
6174,3,0,3,0,1,@garrett_winker or one of them bitches just be talking shit but not bout shit
6175,3,0,3,0,1,@garrett_winker shit whats up with then hoes Ill do both hoe, Am pretty sure u not on my level
6176,3,2,1,0,0,@garrett_winker wow u hoe is the term for women
6177,3,2,1,0,0,@gayle_ryan I dont hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER.
6178,3,0,3,0,1,@geezuss562 ur fucken lame bitch
6179,3,0,3,0,1,@gellebeaux_ thats thot pussy?
6180,3,3,0,0,0,@gellebeaux_ whatever hoe bitch #1 them fags beat yall sad asses too
6181,3,2,1,0,0,@genuineMitzi @NonVictional fags.!
6182,6,1,2,3,2,@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping
6183,3,2,1,0,0,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts
6184,3,2,1,0,0,@georgiathenewsa you look like a welfare bitch compared to Latinas I date and fuck. You need fashion and makeup tips tbh
6185,3,0,0,3,2,@gerfingerpoken2 His job as US Prez, to protect us is throw in trash..Ebola ER at our cost Daniel, both money lives! DoG
6186,3,0,2,1,1,@gezus__ @Buckm00se lol this faggot hid from the moon boss we i was helping him
6187,3,1,2,0,1,@gezus__ @MANIAC3X @Buckm00se but Never to moose lol log off faggot your finished
6188,3,3,0,0,0,@gezus__ @MANIAC3X @bam00se @Woody_AFC mean bro fucking faggot
6189,3,0,3,0,1,@gezus__ You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You cant last two minutes in my world bitch.
6190,3,2,1,0,0,@gezus__ die in a car accident then faggot
6191,3,0,3,0,1,@gezus__ you gunna let that bitch do you like that?
6192,3,1,2,0,1,@ghostattics translation: i like how i dont really have to think about it or i dont think queers deserve a happy ending
6193,3,0,3,0,1,@giannarromano Fuckin moulinyan
6194,3,0,3,0,1,@giantsniners85 hes the definition of little squirrelly bitch
6195,3,0,0,3,2,@gifs http://t.co/J1PWlaeRCu (via @teapot)
6197,6,0,6,0,1,@gillbowski7 @MasiBlatnoy @DroBaby_ fuckkn hate when he fights. Being a big pussy all the time.
6198,3,0,3,0,1,@gillis_seth @_B_R_Y_C_E_ where you at bitch
6199,3,0,3,0,1,@ginamariez im an ole bitch in Memphis,tn. and I think u rock also
6200,3,1,2,0,1,@glaad why do you guys cry and whine whenever someone says faggot? its ridiculous.
6201,3,0,0,3,2,@gln @capotej Do you think the guinea pig was okay? :(
6202,3,0,3,0,1,@gmalko1 @jakeywakeyz a hour youre home and chillin and Im working pussy
6203,3,0,3,0,1,@gmalko1 lmaooo fag
6204,3,2,1,0,0,@godrocamora416 faggot
6207,3,0,3,0,1,@goldielocks512 Bitch pussy
6208,3,0,0,3,2,@goldietaylor @theGrio puppets like Don will intentionally and forever cripple our peoples ability to unify a Eco and political consensus
6209,3,0,0,3,2,@goldiethegamma @CLoprestiWFAN Im referring to the second down put Vick in slot play #trash
6210,3,0,3,0,1,@goldnsilvercoin @TheOregonianBoo @RepBonamici God forbid! She actually voted to give people affordable insurance rates. That bitch #teabag
6211,3,1,0,2,2,@goldnsilvercoin the worst terrorists are republican teabaggers...
6212,3,0,1,2,2,@goldnsilvercoin this guys company had best year EVER...under Obama....conservative teabaggers are scum
6213,3,2,1,0,0,@gonzalez_sassy ur not sassy white trash change ur username
6214,3,0,3,0,1,@goodgraces_ k bitch http://t.co/itUAHyHc0R
6215,3,0,3,0,1,@goodgraces_ ok faggot http://t.co/zdGtE9GvzX
6216,3,0,3,0,1,@grandeftlou and bullying? I didnt know u could bully over the internet?? And the bitch came at me so idk why u in my mentions bruh
6217,3,0,0,3,2,@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.
6218,3,0,0,3,2,@gregorious13 I dont understand it, theres trash cans/dumpsters everywhere and if theres not, just wait till you go somewhere with one.
6219,3,0,3,0,1,@gregorykohler yo girl whats yr potential? I wanna retard it
6220,3,0,3,0,1,@greyyygoose @JawShoeeAhhh no bitch lol
6221,3,0,0,3,2,@grinand BTW, Happy Birthday, Charlie! Get better soon!
6222,3,0,0,3,2,@grinand http://www.youtube.com/watch?v=LRtKAQJUc3g Stay safe out there, Charlie.
6223,6,0,5,1,1,@grrizzIy @YUNGxSMBA the only place for a ho in the garden
6224,6,0,6,0,1,@grrizzIy pudding it right in her pussy
6225,6,0,6,0,1,@grrizzIy right in the fucking pussy
6226,3,1,0,2,2,@gundeathjournal @ackdoc @nra lax gun laws? Ur retarded. Theres murder there bcuz no one can defend themselves. Only crooks have guns there
6227,3,0,3,0,1,@gusandrews HEY! IM still on LambdaMOO. (and it really is empty, nobody to talk to except that asshole bird...)
6228,3,0,3,0,1,@gusunger feels like a video a band would pussy out on releasing. Thank god spiritualized is still around to make up for it all.
6229,3,2,1,0,0,@gvvenivere learn how to type ya hillbilly
6230,3,0,3,0,1,@gypsydylann real girls like impress me bitch
6231,3,0,3,0,1,@hadley106 @zimm16 bailey is gettin pussy
6232,3,2,0,1,0,@hand_tex @drapermark37 humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.
6233,3,0,3,0,1,@hannah_clare12 Im on my way to the gym already but thx bitch
6234,3,0,3,0,1,@hannahtherapper @yunglust so when a certain season comes around its time to be a hoe
6235,3,0,0,3,2,@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didnt infor, carter rt n u never talk abt him
6236,3,0,0,3,2,@hardball @now @hardball_chris now jimmy want to talk trash wouldve ,shouldve, couldve now, Chris stop talking and spitting!!!!!!!!!!!!!!
6238,3,0,3,0,1,@harley_schuder @ShitPussiesSay and youre a hoe
6239,3,0,3,0,1,@harley_schuder bitch where you goin?
6240,3,0,3,0,1,@harley_schuder bitch where you going?
6241,3,0,3,0,1,@harley_schuder hoe
6242,4,1,3,0,1,@harley_schuder k bitch niggas
6243,3,0,3,0,1,@harmon_lauren being a stupid bitch apparently.
6244,3,0,3,0,1,@haydenhill13 @aknadnrye @Sam_James3 @khalilreed indeed I did nigga is too over used so I use nigger
6245,3,0,0,3,2,@haylebopp Diaval gets a pass by virtue of mostly being a bird.
6246,3,0,0,3,2,@haylebopp last year i had to explain why queer theory is the acceptable academic term
6247,3,0,3,0,1,@haylgroot ......bitch  yeah it was me.. Caught me red handed, sorry @jennholly
6248,3,0,0,3,2,@hayyllss Merry Christmas Hun !
6249,3,0,3,0,1,@hazelinaaax3 @olivia_hrbek @kristiexox3 fuck Olive that bitch
6250,3,0,3,0,1,@heartlle @Kaleigh_McNasty bitch look like she gon blow away fr!
6251,3,0,0,3,2,@heavensenttynae nd you kno how much I love clams lol
6252,3,0,1,2,2,@heavensenttynae you kno I love stuffed clams bai
6253,3,2,1,0,0,@hekterr dont stop now half breed, Im just starting to learn about what makes you a dumb ass
6254,3,0,3,0,1,@helenyvonnem they already have. Are you retarded?
6255,3,0,3,0,1,@helliesmalls @Huntermoore crazy bitch why
6256,3,0,2,1,1,@hellobaphomet
6257,3,0,3,0,1,@helloookrisssy lol I dont got nothin against nobody witta man. Im just sayin summa these hoes be lyingggggg
6258,3,2,1,0,0,@hellootitty nigger
6259,3,0,3,0,1,@hernandez719 ayy might as well get. Fat hoes dont even like abs nomo they like balla bellys
6260,3,0,3,0,1,@heydenbunsyolo @jordan536633 @bird_lovin bitch no u not u look like a full breaded cracker
6261,3,0,3,0,1,@heydenbunsyolo @jordan536633 @bird_lovin yea native and black proud then a bitch
6263,3,1,2,0,1,@heydenbunsyolo and how is that what Im suppose to go for the team who beat us, thats retarded
6264,3,1,2,0,1,@heydenbunsyolo really u use in another nigga name and u follow a nigga who doesnt fucking like you your a faggot kok eyed mother fucker
6265,3,0,3,0,1,@heydenbunsyolo then bitch how about u go read wtf I put then
6266,3,0,3,0,1,@heyrmbr I never played Halo, too busy slaying bitches
6267,3,3,0,0,0,@heyrmbr probs that fag Vhia
6268,4,0,3,1,1,@heyyayled dgaf hoe
6269,3,3,0,0,0,@heyyayled do i have to repeat myself u white trash
6270,3,0,3,0,1,@hi_imkadie I wouldnt know cause i dont fuck with these hoes
6271,3,0,3,0,1,@hidalgoparadise lol its #hoe bitch ass
6272,4,0,3,1,1,@hiyathanda_alps that hoe over there
6273,3,0,3,0,1,@hmianturner boooooi thats TMI for these hoes
6274,3,0,2,1,1,@hoes
6276,3,0,0,3,2,@holmes0786 only if its yellow cake chocolate frosting
6277,3,2,1,0,0,@holyh00ker he looks like a pretty dyke
6278,3,0,0,3,2,@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis
6279,3,2,1,0,0,@hunterbuch66 @kieffer_jason @sbsylvester all u can pull is the fucking retard
6280,3,1,2,0,1,@hunterbuch66 @kieffer_jason @sbsylvester my bitch doesnt even know you so wtf r u talking about nigga stop fucking dreaming
6281,3,2,1,0,0,@hunterbuch66 @kieffer_jason @sbsylvester yo fat ugly ass couldnt even pull the ugly bitch in the school
6282,3,0,3,0,1,@hwkj01 @PushinWeight @dmankow69 @AstroPatriot Somebody whos that much of a moron and a pussy doesnt belong on the force.
6283,4,0,1,3,2,@hxhsharingan666 did you make an animal cracker taco
6284,3,1,2,0,1,@i2ose is it full of niggers
6285,6,0,6,0,1,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones lmaoooo that hoe look like
6286,6,2,4,0,1,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones naw he should drop that bitch off in south Dallas with the rest of the homeless dogs
6287,3,0,3,0,1,@iAM_tRoyal5 @Briscoefunnyguy @I_GotOne @_KaeeJones tell me this nigga aint purple then a bitch nigga not black http://t.co/id4xcmv9zU
6288,3,0,3,0,1,@iAM_tRoyal5 @TeflonDon4200 @Bossman_Carl Mammy push you out and had a white baby like a bitch
6289,3,0,3,0,1,@iAM_tRoyal5 @treydayy_ @TeflonDon4200 @Bossman_Carl big bro thought he was on house partys pajama jam like a bitch http://t.co/djuvhsBy84
6290,3,0,3,0,1,@iAM_tRoyal5 like bitch and a gram
6291,3,0,3,0,1,@iAM_tRoyal5 lol I wouldve beat that hoe up
6292,3,1,2,0,1,@iAmMarshall27 yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird
6293,3,0,3,0,1,@iAyanna_ young thug aint earn his strips yet lol just a few 2k14 bangers. Wiz can do dat cuz he not a lil nigguh of the rap game lol
6294,3,1,2,0,1,@iBaneXx @Misflame @DeathcoreBabe I just dont wanna get looked at funny when I say nigger in public...
6295,3,0,3,0,1,@iDO_me2 @coldhearted9_ basically any foams over a 8 ugly... All dem bitches look big long an floppy (nh)
6296,3,0,2,1,1,@iDoSexWell @MamiJuuki @Baddiies @AjukiWebster the nerve of these hoes
6297,3,0,3,0,1,@iGivePussyCPR baker planted an M-80 in that bitch. When white guy lights the wick...
6298,6,0,4,2,1,@iGivePussyCPR monkey his cigarette. Hes dead serious
6299,3,1,2,0,1,@iH8TvvitterHoes @breezyfrmdablok so you was in a female DMs talking to another nigga... Youre a faggot b
6300,3,1,2,0,1,@iH8TvvitterHoes @breezyfrmdablok tell me how that sounds stupid? You were pretending to be a female and talking to a guy. You a faggot
6301,3,0,3,0,1,@iH8TvvitterHoes @breezyfrmdablok what do you mean nice try? Im right nigga. You a faggot. If you wanna argue bout anything else continue
6302,3,1,2,0,1,@iKeithDJack your bitch in Houston
6303,6,0,6,0,1,@iLLEGALLYBadd my boy said this last night. Ill be in the gym Bc I refuse to be sloppy like these bad built bitches lol
6304,3,0,3,0,1,@iLLmak3Ufamous oh bitch! ... I just saw your instagram post and I SCREAMED
6305,3,0,3,0,1,@iLikeGirlsDaily rate my hoe @MakeItKNasty
6306,3,0,3,0,1,@iLoveQui that hoe suck
6307,3,1,2,0,1,@iMGorgeous_HOES I learned from the great Asia Torres  take notes bitch
6308,3,0,3,0,1,@iMGorgeous_HOES eew bitch get out of my carrrr
6309,3,1,2,0,1,@iNURSELISA @MailOnline
6310,3,2,0,1,0,@iNURSELISA @blackredsoxfan
6311,3,0,3,0,1,@iSkypeYourMomz @TrapGod3sss And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches like
6312,3,0,1,2,2,@iStandy is he chunky?
6313,3,0,0,3,2,@iStricer You are hairy like a monkey. : P
6314,3,0,3,0,1,@iTakeOverTLs home of that one hoe Katrina
6315,3,1,2,0,1,@iamJAYUNO shuddup hoe
6316,4,1,2,1,1,@iamSHIRAQ ion have a FB, niggas on twitter aint worried about me, them IG nigga foe EVERYBODY so try again  my BFFL got the hoes
6317,3,0,3,0,1,@iamadamg_ fuckin bitches talkin shit bout to get hit.
6318,3,1,2,0,1,@iambillyshears shoulda came to my familys dinner tonight....we talked about shitting and negros.
6319,3,1,0,2,2,@iamkrause
6320,3,0,3,0,1,@iamkrause
6321,3,0,3,0,1,@ianbmaggard @kade_melton im going to miss that big nig
6322,3,0,3,0,1,@ianbmaggard lol @ all the kids that act redneck in Oviedo
6323,3,1,2,0,1,@iank12 bitch
6324,3,0,0,3,2,@icpchad @UnseeingEyes ......monkey look, just like you!
6325,6,0,5,1,1,@idclogan bad ass bitch!
6326,3,0,1,2,2,@idkconstancio Im trash
6327,3,0,0,3,2,@idochips honky tonk badonka ankh
6328,3,0,3,0,1,@iiAK lmaoo boy how you think Benny heard it lol i was blasting that bitch
6329,3,1,2,0,1,@iiAK yea ima spin on yo hoe at about 15 after 12
6330,3,0,3,0,1,@iiTweet_YuLurk bitch you outta line
6331,3,0,3,0,1,@ijrojo @cameron_ast @lanahudsonnn r u still talking smh bitch idgaf what u is stfu talking to u just going around circles
6332,3,0,3,0,1,@ileny13 @GiselleMaryy fuck up hoes meaning stfu hoes lol
