text,isHate
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,2
Asha had a little voice in my head telling me to fuck with these hoes. Wasnt kendra,0
Asha my bitch doe,0
Ask a bitch in 2014 if she would rather have JESUS than silver gold I bet u she tell a lie.,0
Ask around n the streets bitch bout Jay,0
Ask the governor how we are supposed to pay for this? Typical #teabagger mentality. Government is EVIL until we need them LOL #morningjoe,0
Ask tht bitch when she gon let a yung nigga blast tht ass,0
Ask your bitch about me she turns into dori.,0
At 60? Good luck Nh nh RT @UnnagroundKing: Im 60,0
At Dunkin donuts and every time somebody walked in I either yelled ratchet or hoe and so me and my brother got kicked out,0
At a point where Ive got to make a tough life decision. Ice black translucent sole or solid black sole on my KD VIs. Blk or orange airbag,0
At all my ritz crackers. Idk what to do with myself anymore.,0
At least ima a faithful bitch,0
At pussy cat lounge killin it with my girlz @blaqdior and @hpmiss,0
At the MLK march tryna find a man bitch we see U,0
At the Mexican laundry mat and its PACKED denna hoe,0
At the bar in downey wit my uncle,0
At the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry -_- @SamRomero95,0
At the end of the day seniors still love that young fresh pussy from west case closed,0
At this rate,0
At work but wish I was floating in my 15 ft.,0
Ate the receivers really fast or is pass coverage trash?,0
Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.,1
Auburnnn hoe,1
Audio: Happy Valentines Day bitches. &#160;Now play this while you get laid. http://t.co/x70OTlH3,0
August alsina : ghetto,0
Austin is a funny niggah,0
Autocorrect makes my hows life change to hoes life. What the duck.,0
Average is basic and basic is trash,0
Aw man,0
Awe did I cut you off and make you mad? Thats too dam bad,0
Awk... U dont like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we dont need them,2
Awwwwww RT @Tyga: That aint my hoe.,0
Awwwwww they no Kaep aint rape no bitch!!!!,0
Ay cuh its HOT AF . Im finna go buy yo bitch some ice cream . Lol,0
Ay fuck wieners,0
Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.,0
Ay yall heard that Rich Gang tape thou?? That bitch on Flame!!!,0
Aye a nicca is tired tho!,0
Aye its a lot of niggas out here that cant fuck a bad bitch unless they get her drunk smh #Preach,0
Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan http://t.co/qloMazph9A,0
Aye the part be treating the bitches too good,0
Aye we all needa keep are heads up high who cares if we lost we all went and tried our best &amp;south is a bunch of trash talking pussys ! -.-,0
Aye,0
Ayee hoe,0
Ayo I jus had a mini heart attack behind the wheel..north Philly n fire crackers dont mix I http://t.co/o5v2E4LFtm,0
Ayo twat boy I gotta new phone give me yo jack now @Jay050709,0
Ayo why da hell aint nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever,0
Ayo!! @theofficialeg10 unblock me so i ca tell you how garbage yo bitch ass playing....,1
Ayy Carlton is a ghetto school now #SwitchedAtBirth,2
Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,1
Ayyyyy Im sipping on a free slurpee and seeing The Front Bottoms tonight. Im a happy clam.,0
BASICALLY,1
BC yall hoes,1
BF: I think we need some pet insurance. GF: LMAO,0
BITCH!!! RT @jla_b: Stop thinking ur entitled to politically correct responses...bitch,0
BREATHE! RT @thaELLEword_: You are going to kill yourself if you dont EXHALE! RT @BrokeHomieLyn: Killin you hoes http://t.co/QZc87drA9a,0
BROS BEFORE HOS! ... and there I was with my bros,0
BRUH lmaoo @NoBeeetch: Them hoes was nasty but I kept eating them @roblockk: What the fuck happened to these? http://t.co/G9w10SmQdr,0
BRUH!! RT @coldhearted9_: Them ugly hoes say a nigga arrogant...,1
Baby I can make that pussy raaain OFTEN.,0
Baby I can make that pussy rain,0
Baby I can make that pussy rain... Often,0
Baby Ill whisper Vietnamese to you all soft like,1
Baby girl your pussy looking so vacant....,0
Baby moanin,0
Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell,0
Babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,0
Back #InHighSchool me and @NTGOnline used to have to stiff-arm bitches that kept tryna steal our fitteds,0
Back in America,0
Back in this bitch again....,0
Backdoor is open: them hoes will let you fuck em in the ass. Usually an extra charge plus the rate you agreed upon.,0
Bad Asian bitch yea she look just like Kemora,0
Bad bitch contest you in first place  http://t.co/c1cPZMzEQR,1
Bad bitch give good head,0
Bad bitch good head I think she ah keeper !,0
Bad bitch http://t.co/XSpkccaypi,0
Bad bitch on my line tryna give me brains,0
Bad bitch pussy aquafina call her Crystalina,0
Bad bitch selling molly I might take one,0
Bad bitch with me and you kno that her ass is fat,0
Bad bitch,0
Bad bitches aint cheap,0
Bad bitches aint cheap better pass her if u broke !!,0
Bad bitches an good weed,0
Bad bitches and good weed,0
Bad bitches be all ova me .. Besides pussy what could you offer me?!,0
Bad bitches every where,0
Bad bitches from Oakland,0
Bad bitches hate broke niggaz.,0
Bad bitches in dirty ass houses &lt;&lt;&lt;,0
Bad bitches in the pen make my toes curl,0
Bad bitches is the only thing I like,0
Bad bitches is the only thing that I like,0
Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS,0
Bad bitches is the only thing that i like,0
Bad bitches is the only thing that like,0
Bad bitches only,0
Bad bitches only ... http://t.co/ceyb1b3rF0,0
Bad blood in the camp if its bout a bitch just know I dont respect it homie,0
Bad chicks send em in.. Basic hoes toss em out,0
Bad foreign bitch she a walkin Ferrari,0
Bad lil bitch aint never seen her,0
Bad lil short fine bitch lil petite sumn,0
Bae gotta bitch  whoops,0
Bae juss the new side bitch lingo u aint special hoe,0
Bae made me deep fried Oreos,0
Bags Bags thats that bag money trash bag black and its filled up with money,0
Bahaha omg  this bitch is crazyyy . http://t.co/HFkTledkpa,0
Baked Montreal chicken,0
Bald head bitches think its their time to prosper !,2
Ball is life? No bitch bench is life,0
Bands will make her dance,0
Bang,0
Bank robber who wore zebra-print dress arrested,0
Barkley is trash,0
Barrys (whitey) brownshirts run wild in Oakland. Following the lead of N.W.A.,0
Barrys hoe Michelle is walking in now. Ugly beast she is.,0
Baseball isnt the same without the Yankees in the playoffs basketball isnt the same without the Lakers in em.,0
Baseball......... w/ @voxpulchra for her birthday for some reason? Lol (@ Yankee Stadium) on #Yelp http://t.co/9hIFDcZWQY,0
Basic bitch no chill,0
Basic bitches lame niggas &lt;,0
Basic bitches everywhere,0
Basic niggah in his basic clothing,0
Basically saying that the pound doesnt belong to us and its English... Greedy cunts,0
Basically,0
Bathing Sphere: Suspended Orb Tub Not for Shy People http://t.co/OHv7xbr6wo #bathing #design #weird and yet #cool,0
Bbl gonna go sob over gay bird babies.,0
Bc I got too many bitches,0
Be a dog to these bitches bt be a KING TO YA QUEEN,0
Be a girl with a mind,0
Be fearful of the wrath of God in a country where many mock Christianity,0
Be mean or rude to my little sister again and Ill kick your ass. It applies to all of you little snooty bitches. K thanks.,1
Be my backbone every nicca need a spine,1
Be trippin when I call you hoe but bitch you know I talk like Dat! -- @1future voice,0
Beans that were yellow before Friday night are brown now-a few green leaves curled-frost but not freeze-bean size reduced - top end shrinks,0
Bears game today bitches! Not to mention,0
Beat the pussy down like my nemesis,1
Beat the pussy in so well her shit still hurting from a week ago,0
Beat ya bitch pussy up every time I see her like a bully .. Then send her outta town wit 4 cookies,1
Beautiful Fairy Elegant Dress http://t.co/ouxWbYTUt6,0
Because I had to accept being called a bitch every time I asserted myself. #YesAllWomen,0
Because Id rather wear my hair long and have piercings,1
Because a nigguh but dont mean youre pussy is bomb,1
Because at your local insurance agency,0
Because idk if your still tryna get with her again or not?...  bitch i might be http://t.co/FPJQpcH99K,0
Because if nobody was judging the birds,0
Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.,0
Beefin ova bitches trade ya clip for Pom Poms,0
Been Huntin hard and finally nailed her. Best wedding koozie Ive ever seen. #redneck http://t.co/D6SBSYaNN2,0
Been a trill nicca since a Lil nicca,1
Been a while since its just been me solo at the crib,0
Been hooping all day tired than bitch,0
Been schooling these bitches since 92,0
Been sleeping toooooo much,0
Been told by a lot of people that Im cool then a hoe,0
Beer ball isnt for pussies,0
Before I let a pussy cut my hair I just will let it grow,0
Before the madness with my single bitches.  http://t.co/FLDe7S4SLC,0
Behind every independent woman,0
Being a girl sucks. We have to deal with periods making us a bitch,0
Being a hoe aint cute #ijs,0
Being a hoe is cute in 2014,0
Being a sober soul just wasnt interesting.. bitch im living #5spmg #GGL http://t.co/W58Q6Hr20j,0
Being coons @FatTravis_6200: At??? @TiFFANY_P0RSCHE: Yall are amazing.,1
Being single and not texting no bitches late night almost wacker than coming home after the club drunk and fuckin your girlfriend,0
Believe in the heart of the cards bitch.,0
Believe it or not hoes get boring after awhile,0
Ben will gett ya some pussy.. ben will get ya some head!,0
Bengals kicker trash.,1
Benzino is a bitch point blank period,1
Besides my sisters,0
Best behaved kids ever at mommys commercial audition. Oreo McFlurries for everybody! #proudmom http://t.co/9HFNSmaLcU,0
Best of luck to Tino The Bambino Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB,0
Best rider? That goes to a blaxican.,0
Bet Charlie Strong has contacted Ridley,0
Bet they want a cookie,1
Bet you aint gone @ em tho.. RT @_SelfMadePhat_: Na why OOMF just tweeted that ? she know ha pussy WACK,0
Betta ask round these streets bitch bout Jay,0
Better keep ya shit n line nicca ...,1
Better nip that shit in the bud early.,0
Better play your part bitch dont be a smart bitch cuz I might have a change of heart,0
Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.,0
Between this trend and the vines acting like women its like niggas couldnt wait to be faggots http://t.co/dKVnjmCarZ,2
Beyonc&#233; more of a hipster bitch wit no hips these days,1
Big G-Day s/o to @MauricePrice17 #FreeBoosie nicca lol!!!!!,1
Big Red and fat squaw ...lol my hubby is so funny!! #insidejoke,0
Big Squawk: Q: when will DFL dump Ryan Uncle Tom Winkler?,0
Big bird holds press conf claims he does not care for the letter f,0
Big bitches be like  Im Thick yea bitch atound the midsection,0
Big black bitches out here arguing,0
Big boobs = no ass No ass = big boobs Big boobs and big ass = ugly face Big boobs,0
Big bro moose trying slide into these hoes DMs http://t.co/eVb17DyunT,0
Big greenmile tweetin ass nicca,1
Big hair bitches &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0
Big moe rn like a hoe haha yuhhhh,0
Big night of  #hoosiers #iubb #big10 and #pacers #nba #indiana #hoosierstate #paulgeorge #codyzeller http://t.co/UFmje1gk,0
Big ol pussy Harrington blocked me again,0
Big thick pretty bitch,0
Biggest booth I ever seen lastnight bitch had a leopard print jumper on look like an over weight leopard,0
Biggie was and always will be the flyest cunt in rap. #biggie,0
Bigots demand recount in #Idaho #gay rights ordinance referendum http://t.co/TorYEXxMwi #tcot #teaparty #teabaggers #lgbt,1
Bij vraag wat is d naam van de engels des doods,0
Biker gang looking ass bitches with titty tats. Foh sons of anarchy.,0
Bill Cosby stealing pussy,0
Bill Romanowski is still a cunt. Who saw that one coming.,1
Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO,2
Birthday today bitches and I gotta work :/,0
Bitch I want my number back yo pussy mustard... oh yeah FUCK DAT BITCH TRUST ME! #DRO,0
Bitch Im not about to eat ya pussy all day long..,0
Bitch Im the man thats right I said it,0
Bitch aint u his lawyer y u thank ery body STFU kill dat bitch to,1
Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up,1
Bitch ass nigga,2
Bitch ass people are the first to call someone out for being a bitch,0
Bitch bitch bitch,0
Bitch dont talk yo shit then,1
Bitch duck on whore ass slut cunt ha Biden its Gucci. Tho whatever. Nigea @mdsaab1 @t_jawad89,2
Bitch fuck yo nigga,2
Bitch fuk wat a hater gotta say .......brickk ent ya bitch http://t.co/HuQVaNuWXH,0
Bitch had a redbook account with all selfies on the add like bitch no tricks wanna see yo face,0
Bitch i wouldnt eat yah pussy wit another nigga tongue,0
Bitch just sucked my dick and tried to give me sugar bitch get out,0
Bitch killa gone be dacing in that bitch cdfu,1
Bitch nicca talmbout a mf 3peat....Df yall aint da Lakers,0
Bitch shutcho got damn mouf hoe RT @HURRICANESENSEI: Mallett aint gon help yo funky ass texans,1
Bitch you frooooontin,0
Bitch youre the ugliest cunt ever.,2
Bitch,0
Bitches ah have a baby be like dont claim my child bitch you good goddamn well aint NOBODY claiming your creature,0
Bitches aint shit but hoes and tricks,0
Bitches always like you got hoes.. I be like duhh Im tryna make you one of em  nbs,0
Bitches always think somebody want them or they little coochie lol chilling dont exist nomore ? Iont want yall hoes,0
Bitches be 17 in the 9th grade talking about  where my bae at ? No bitch,0
Bitches be happy about burger king pollo tropical on lunch break at work but act like dinner with new niggaz gotta be upscale.,0
Bitches be having a nigga but want to be another nigga WCW bitch it dont work like that,2
Bitches be in they feelings to much like live bitch,1
Bitches be like Keep Calm Im Single........... first of all bitch,0
Bitches be like New Avi &gt;&gt; and Im just like bitch,1
Bitches be like I want something real ... And I be like I want a bitch with real hair but we cant always get what we want now can we lol,0
Bitches be like im nt beefing over a niggah smh,1
Bitches be like niggas aint shit ... Naw bitch maybe you just aint shit,0
Bitches be mad they mane nigga gettin snatched up by all these whore yah pussy prolli wack ctfu,0
Bitches be screaming fuck they nigga,1
Bitches be sounding damnear retarded on tbh videos  nbs,1
Bitches be tambout my party..... no bitch,1
Bitches be trying to squash all beef wen they find out they pregnant! Some hoes dont give a fuck!,1
Bitches be watching me from other bitches pages; THATS RIGHT BITCH,0
Bitches be wearing extensions,0
Bitches bitches bitches,0
Bitches cant fuck with my bitches they deadly,0
Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.,0
Bitches complain about they baby daddies not being shit,1
Bitches corny with that not saving numbers shit I hate them hoes,0
Bitches dont even go out to have fun anymore they just go out to tweet about the function and to take pics wit other bitches,0
Bitches dont wann fxck me no more bitches wanna fxck all my bitches,0
Bitches get on twitter an turn to saints like they not hoes that shit kill a nigga,1
Bitches know they bitches,0
Bitches love beefing over a nigga thats always in other bitches faces.,0
Bitches make me happy. RT @AsaAkira: Material objects make bitches happy #iPhone6 http://t.co/d1TbYtc7QB,0
Bitches on me bout da lil flexin shit on snapchat  bitch please,0
Bitches rather be petty with his hoes instead of posting bail now that ah really fck em up.....psa,1
Bitches so stupid!!! Yal cant know how Im bouta start popping bitches,2
Bitches swear up and down they pussy the best,0
Bitches talmbout they limber got these bitches In limbo,0
Bitches think theyre slick but no matter how hard they try and hide it we can still tell if theyre hoes or not,0
Bitches will be bitches,0
Bitches will be bitches.,0
Bitches with kids are retarded,0
Bitches with trash pussy always want unprotected sex,0
Bitches,0
Bite me bitch,1
Bitzy probably popped a Percocet before she had these drinks with Mellie. She seems like that kind of of trill ol bitch. #ScandalABC,0
Bjergsen just made a full AS rune page. I dont just me full AS reds and Quints I mean AS reds,0
Blac Chynas ass shouldve threw him off first of all. Its wop sided and those cheek piercing trashy as hell.,0
Black Dynamite!  All the hoes gone?! My dick harder than slavery! *wall-slides*,0
Black bitches be boisterous belligerent buffaloes!,1
Black bitches dont be kickin up in our school. Bitches still comin wit durags still on they head nd shit.,3
Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.,3
Black guy in class: *attempts to throw a paper ball into the trash*,2
Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,3
Black twitter needs to get off Paul George dick about him impregnating a stripper. Wiz did. Tyga did. Kanye turned a hoe into a housewife,0
Blah blah Idgaf bout you crazy ass bitch,0
Blah blah blah blah.. How it sound when these bitches talk,0
Blah. In all honesty.... I just need some pussy. Thats it,0
Blatt trash too ... but twitter said he was good,0
Blocked his fuzzy butt .@odifass: @veritaz @TarekFatah @TarikSalym Ignore this low life creature....,0
Blonde bitch wit her blue eyes,0
Blood this nigga Dion retarded,1
Blow up the pussy like Hussein. Bitch look at me crazy like whos sane? @RavenxMiyagi,0
Blows my mind how some guys have these model type girls then cheat on them with some ghetto hoe.,0
Blunt to the head,1
Boats n hoes boats n hoes gotta have me my boats n hoes!!!!!!!,0
Bobby bitch,1
Bobby bitch dropping in five minutes though .... Let that sink in,0
Bobby bitch&gt;Hot nigga,0
Bobby bitch? Dickhead @OprahSideNigga: TOP 3 BOBBY SHMURDA SONGS:,0
Bobby stole the black from Gabby. Pedro: But she kept all the ghetto. #LifeMade,0
Bomb your house,0
Bond had the hoes and the money Bourne kicked ass no gadgets hawk always let a bitch die,0
Boney ass bitch farting out mini basketballs,0
Boosie ran this hoe,0
Boozer so trash,0
Bored then a hoe in the auditorium  hmu! http://t.co/V8tgqHEAg8,0
Bored then a hoe! Listening to these fuck ass adults lecturing us with @__vercetti http://t.co/NyBO16RMsh,0
Boss ass bitch remix  https://t.co/jxGBWZ8bHo,0
Bossd up on my old hoes,0
Bostons Jihadi Nest and Student Arm of the Muslim Brotherhood &#187; Joe For America http://t.co/4IfJwoeSDR via @RealJTP,0
Both but that was the old me lol RT @KandyYAMMSZ U be havin bitches on deck for the sex or its a new joint every time?,0
Both of my bitches drive range rovers,0
Both of them hoes losers and need to hit the gym,0
Both trash but I guess they got tired of Chalmers trash starting RT @EverybodyHatesX: How chalmers lose his job to Norris Cole? Lmfaoooo,0
Both yall pussy son beat it http://t.co/cbnjo5WJ,0
Bought that bitch mozzarella sticks. Bitches love mozzarella sticks,0
Bought these bitches breakfast and now getting kissed on my cheeks non stop...lol. Check out is literally in 5 mins tho,0
Bought this Lp in Manchester the other week,0
Bout tht time where the hoes are gettin dicked down,0
Bout to bust this bitch wide open. Such a waste of money!,1
Bout to dub dis bitch,0
Bout to get a breasts reduction these bitches be in the way,0
Bout to make some brownies in a few.,0
Bout to put me some hoes on backpage .. Try my pimp hand out!,0
Bout to smoke a 3.5 n dis bitch .. #Pollution,0
Bout to unfollow all the bitches I follow currently and follow all new bitches. I need change in my life and I feel like thats a good start,0
Bouta Rasengan all these stupid bitches,0
Bow down bitches,0
Bowling Greens campus looks old as fuck. Like state penitentiary old. But they do have a lot of bitches so I guess that counts for a lot,0
Boy Yo bitch a lame,0
Boy Yung thug is a fag,2
Boy a bitch STILL aint got the proper amount of sleep,0
Boy damn jitt got his ass bitch slapped in da court yard comin to 6th period  i was yelln n shit,0
Boy these downlow niccas should be ashamed,1
Boy you gotta turn that Nikki song all the way down on the volume kuz its trash ... But that the ass fat lawd,1
Boy!  RT @jwill252: Some hoes be setting themselves up for failure shit be so funny!! Im sleep tho  http://t.co/aixoa7M7bT,0
Boyfriends and brothers will drop off and pick up bitches from their fast food job as long as their promised a free meal.,0
Boys dont wanna seem like bitch thats why they dont express feelings like us females do,0
Boys want bad bitches,0
Boyyyyy if I had a bitch who pussy taste lil mamas spaghetti.... THAT WOULD B 1 HAPPY BITCH!!! http://t.co/2Qy0dQokmg,0
Brackin in da bity boolin wit sum bitches straight bleedin,0
Brad Pitt is older than Charlie Sheen. What the fuckkkkkkkkkkkkk.,0
Brady heard yall say he was washed,2
Brag bout your hoes,0
Brag to you about the hoes he hittin and when you ask for a pic he show you some sorry ass female.. Then all you can do is laugh..,0
Brandon Jennings trash,0
Break shit fuck the law....grrrr...fuck that shit...punch that bitch!,0
Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese http://t.co/Usz8gJnZl0,0
Breakfast of champions shrimp lobster balls (no sandusky) French fries nd a nice big Quahog (clam for http://t.co/UajUkcoAfV,0
Breaking News: ur a little bitch,0
Breaking yo bitch like a KitKat nigga,0
Breakup Anthem We threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact  https://t.co/bnqd4FifRq,0
Breezy gotta sleep this hoe,0
Briahna told me the best advice I ever gave her was that it aint nothing to cut dat bitch off lmao.,0
Brie said We were together since before we were born. You guys are twins.. duh bitch. Omg who wrote the script?! #BellaTwins,0
Brilliant job by @NelsonCanache to limp it back to the pits without causing a yellow. Wish he didnt need to though. #PLM,0
Bring a niggah some icecream,2
Bring another bitch for a real nigga.,1
Britt attitude be for no reason,0
Bro Im bored then a hoe rt,0
Bro everybody is a ho then,2
Bro what in the fuck yall bitches thinking ... That is not ok,0
Bros before hoes,0
Bros before hoes,0
Broke bitches be like oh he Got MONN-NEYYY,0
Broke bitches make me sick,1
Broke bitches on my tl...,0
Broke bitches that talk shit those the ones that I stunt for,0
Broke bitches that talk shit,0
Broke hoes always wanna argue u aint ate all day were u get that energy from,0
Broke pussy boy Deions record.,1
Broner would still knock half u niccas out,0
Brooo Chinese sounds goooood then a hoe rn but my momma making carne con chile so I guess Im gucci with that,0
Brooooooo that wingstop went sooooo clutch,0
Brown is a color so my eyes are colored,0
Brownies brownies brownies,0
Browns and redskins shouldnt be considered nfl teams,0
Brrr hoe dichter bij het Sint gebeuren hoe racistischer de drek op twitter en het komt nagenoeg alleen van de proZwartePieten hoek. Engvolk,0
Bruh Im ready to get this four wheeler that bitch is fast asf,0
Bruh RT @share_ps4: He def wanted to call L Rock a nigger in that last RT LMAOOOOOOOOOOOOOOOOOOOOOOOOOOOO,2
Bruh bitches be wearing heels and club outfits to school and shit,0
Bruh leave it to the coins coons,0
Bruh this niggah always falls asleep !,0
Bruh went so hard on that bitch he deserves pimp of the year,0
Bruh. Sasuke and Sakuras daughter gonna be a bad Uchiha bitch,0
Bruh. pt. 2 jaxon1114 killed this hoe too last night while we was sleep. http://t.co/F1Choia21G,0
Bruh... @theofficialeg10 soo trash....,0
Bruhhhh hoes ass laws had to fuck up the fun,0
Bruised ankle is a bitch,0
Brutus looking girl getting off the elevator as Im walking into a different one... No bitch u cant come in,0
Bryant must think hes so cute going out w his stupid ass friends and leaving me here but watch when he gets back  lil bitch,0
Bsd bitch make it clap,0
Bt bitches &amp;niggahs always had there hand out,0
Bt dubz,0
Buddy a fruit @Deion_MVO: @Vonteeeeee Brandon said you a dirty ass coon,1
Buddy drug the whole train lmao good ... extra ass hoes,1
Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas they temper? #TrainVideo,1
Build a bear &lt;&lt;&lt;&lt; build a bitch,0
Bull color schemes?,0
Bullets stick to a nigguh damn liver,1
Bullets through a nigguh tru jeans,2
Bullying laws are for pussies.,0
Bum ass hoe,0
Bum bitch wont even my type,0
Bumoose ducking those insults like a scared white pussy,1
Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,2
Bumpin that nigga nigga Rick Ross B.M.F this hoe going harrrrd highh outside enjoying this weather,0
Bunch of hurt niggas bitches on my IG timeline tonight.. Muhfuckas lame as hell b,1
Burn bitch http://t.co/63FmrF0g5j,2
Burnating all Yankees and their thatch roof cottages!!!!!! #Astros http://t.co/j3dZiwBDt0,1
Burritos are trash,1
Bussin bitches with my Gwale Gwalas,0
Bussy RT @MrTriskaideka: Is that avi pussy poppin on a handstand??,0
Bust a nicca head,1
Bust a nicca head,0
Bust in dat bitch face I dont want sons! -- @Icewear_Vezzo,0
Busted my lip playing ball so now I cant enjoy pussy and this delicious MANGO,0
But Carl is a bitch,0
But I callin out da race card. Aint no colored podcasts out dare,0
But I cant buy tomorrow. Thats why I go hard hoe.,0
But I cant get her to smoke unless I bitch about it. The struggles of having a girl who doesnt... In actuality its a great thing.,0
But I have the hoes  http://t.co/XmFcV9rmV5,0
But Im calling this bitch yeah ok after you called me I return calls especially if it aint my girl http://t.co/6sSxOpuHge,0
But atleast they let me know...ur a faggot if u keep those type of twitter secrets,2
But bitch you gon shave or wax that pussy before I bless it,0
But bitches are crazy,0
But bitches be mad than a Mf when they dont know what Im doing how I getting it,0
But if you knew,0
But no one calls him a pussy for his injuries,0
But not prettier than Ambers. RT @YumiYoko: Her pussy is pretty,0
But rich is a light skin coon. So its expected.,0
But she a bad bad bitch make you late for it.,0
But she can shade the shit out a bitch RT @axolROSE: #YourWifeCantRead,0
But she is a hoe.?  idk about that http://t.co/eccFBqzlKZ,0
But staying up gon be a bitch.,0
But they only talk on twitter bc pussies in real life,0
But this emotional shit is absolutely for the birds.....,0
But who is me to TALK  about the next bitch flexing  when I done don it before,0
But why did this bitch just follow me...dont even like u @_graceexo,0
But why does my school always have prom on Friday the 13th like this isnt some Freddy Vs Jason shit Even tho some bitches gonna look it,0
But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.,1
But you bird ass niggas out here getting your feathers ruffled just shook. And aint no such thing as a half way crook.,1
But you cant tell a broke bitch nothin,0
But you love me,0
But you.. Nvm @BJayBlast: I dont see why men disrespect women by calling them offensive names like bitch,0
Butler Unchained Review http://t.co/HXyYUjmOrm Short version,1
Butters get all the hoes,0
Bye bitch.,1
Bye,0
Bytch was an infant... &#171;@Mr_JSmart24 How the hell this bitch 18 talking bout how much she remember bout Pac before he died!?!&#187;,0
CAIR Publishes a Hit List for Jihadis http://t.co/hvVfXypmHm via @RealJTP If you are a red blooded #American you may be on the list..,1
CEBROS and corporate hoes,0
CLEARY diz princess iz a bad bitch. http://t.co/jV1SA1b2xw,0
CNT nobody be mad at who he choose to be with I cant be mad at no bitch its the nigga so hay,1
COME TO TND!!!! Atrocities starts at 7,0
Caleb needs to stop being a little bitch.,0
Calebs a dick and Hannas a bitch I hate them both now,0
California has gangs because California is trash.,0
California is home to skater trash.,2
Call a hoe a hoe,0
Call a negro,1
Call dat bitch... http://t.co/p50wtGrz8a,0
Call me a dumb bitch but ion even know wtf Ebola is,0
Call me a fag but I love when people turn their heads or look out of their cars when I drive by cause they head me slumpin. Bitches love it,1
Call me ghetto if you want but Im walking to and from class with my bonnet on my hair.,0
Call of duty out this bitch,0
Call when you grow up. If you live that long. Sorry for parents with such poor skills they got you .@Fuck_slums: @veritaz old bitch,1
Called Eddie a hoe.... By mistake doe. Lol,0
Calling it am early night heartache is a bitch #broken,0
Calling out teabaggers,0
Calling these nasty hoes out!,0
Cam Newton is Such a little girl like grow up and quit actin like a bitch,0
Cam Newton is such a pussy he needs to grow up and learn he isnt a hotshot any more,0
Came home and found my cat sleeping on my pillow ;c I love that niggah.,0
Camo day! Catch me at school huntin for basic bitches http://t.co/NPiq0jS5uz,0
Can #faggots of #HoneyBooBoo imagine this #internet world was created to trap them and feed them to #Allah like gazelles? #IT #StephenKing,2
Can Charlie Crist pull one over on Rick Scott? Well he did pull one over on #floridaprimary dems tonite. #TPOT #Election2014,0
Can Dick Sherman get caught doing blow of a tranny hooker some time soon please? Preferably Pete Carroll,0
Can I bring another bitch can we have a threesome or nahhh,0
Can I bring another bitch or nah,0
Can I bring another bitch or nah?,1
Can I double stuff your Oreo?,0
Can I get some good neck out dis hoe?,0
Can I have a bad bitch without no flaws?,0
Can I have a bad bitch without no flawwssss,0
Can I pay you to stop being a Lil bitch? Gah damn shut the fuck up!,0
Can I sit on your face  Sit on a hot stove bitch http://t.co/XPauwp43OA,0
Can i bring another bitch or nah,0
Can my school please fuckin remove these random ass trash cans in the middle of the hallway that I always fuckin run into,0
Can never follow bitches whos bios look like this http://t.co/tHk9mnQtrg,0
Can really hold phone convos in my house with this trash ass service,0
Can someone beat Justin beibers ass? Hes such little pussy.,0
Can someone get me cheese and crackers,0
Can someone please explain to me,0
Can someone treat me to some grub? Im broke bitch over here.,0
Can these birds shut the fuck up,0
Can this bitch already update,0
Can this bitch hurry up... #INeedMyEigth,0
Can this bitch sit the fuck down and shut the fuck up,1
Can u say hoe hoe hoe? Ewww she was nasty. I was so mean to her on the daily. Ill spare the details lol.,0
Can we bomb the selfie-monkey out of my timeline?,0
Can we revisit @ChairmanLs idea of two teams of @Yankees playing against each other? I would like to see a game every now then.,0
Can you catch a box hoe,0
Can you catch a box hoe ?,0
